X,Z,Type
-9072,-11,echest
-8913,-2,echest
-8849,-57,echest
-8840,-14,echest
-8793,-36,echest
-8790,-17,echest
-8791,-17,echest
-8790,-17,echest
-8791,-17,echest
-8791,-17,echest
-8791,-18,echest
-8791,-17,echest
-8791,-17,echest
-8736,-3,echest
-8719,-3,echest
-9001,24,echest
-8976,7,echest
-8973,2,echest
-8954,6,echest
-8950,26,echest
-8798,2,echest
-8784,1,echest
-8784,6,echest
-91815,-27,echest
-196794,1,echest
-155959,-3,echest
-119478,-3,echest
-599120,2,echest
-670061,-3,echest
-670145,2,echest
-182359,2,echest
-2226720,-1,echest
-66986,-20,echest
-66981,-2,echest
-1975388,-4,echest
-66634,-2,echest
-497,-54,echest
-497,-42,echest
-487,-64,echest
-473,-59,echest
-472,-59,echest
-449,-64,echest
-451,-23,echest
-455,-10,echest
-451,-8,echest
-462,-2,echest
-462,-2,echest
-446,-63,echest
-433,-5,echest
-433,-5,echest
-434,-5,echest
-433,-5,echest
-436,-6,echest
-435,-5,echest
-434,-5,echest
-433,-5,echest
-435,-5,echest
-435,-5,echest
-435,-5,echest
-435,-5,echest
-435,-5,echest
-427,-54,echest
-427,-53,echest
-423,-58,echest
-422,-58,echest
-430,-56,echest
-428,-20,echest
-429,-22,echest
-430,-3,echest
-422,-14,echest
-411,-41,echest
-404,-24,echest
-407,-20,echest
-404,-3,echest
-386,-39,echest
-395,-5,echest
-396,-6,echest
-379,-64,echest
-379,-56,echest
-375,-64,echest
-378,-36,echest
-383,-44,echest
-373,-30,echest
-372,-17,echest
-373,-4,echest
-373,-9,echest
-365,-46,echest
-363,-35,echest
-364,-34,echest
-355,-33,echest
-361,-21,echest
-361,-29,echest
-359,-18,echest
-346,-42,echest
-338,-46,echest
-338,-19,echest
-339,-18,echest
-339,-16,echest
-328,-49,echest
-331,-55,echest
-334,-43,echest
-324,-45,echest
-328,-33,echest
-323,-34,echest
-326,-15,echest
-325,-10,echest
-308,-7,echest
-310,-11,echest
-316,-4,echest
-297,-50,echest
-302,-59,echest
-300,-57,echest
-304,-45,echest
-304,-39,echest
-290,-41,echest
-300,-34,echest
-299,-31,echest
-304,-11,echest
-287,-78,echest
-275,-67,echest
-274,-67,echest
-275,-71,echest
-278,-71,echest
-282,-73,echest
-275,-53,echest
-279,-51,echest
-280,-19,echest
-280,-2,echest
-282,-11,echest
-282,-16,echest
-263,-78,echest
-265,-65,echest
-266,-64,echest
-269,-64,echest
-266,-62,echest
-262,-50,echest
-270,-39,echest
-272,-28,echest
-267,-18,echest
-260,-32,echest
-265,-9,echest
-258,-15,echest
-266,-3,echest
-268,-2,echest
-262,-2,echest
-250,-65,echest
-246,-69,echest
-244,-66,echest
-244,-66,echest
-251,-50,echest
-252,-51,echest
-249,-48,echest
-250,-8,echest
-251,-4,echest
-253,-4,echest
-233,-74,echest
-239,-69,echest
-231,-60,echest
-236,-36,echest
-232,-40,echest
-226,-38,echest
-234,-33,echest
-236,-33,echest
-231,-38,echest
-237,-45,echest
-234,-32,echest
-233,-32,echest
-234,-32,echest
-227,-32,echest
-229,-32,echest
-226,-24,echest
-232,-32,echest
-228,-10,echest
-232,-6,echest
-229,-10,echest
-222,-78,echest
-218,-79,echest
-215,-75,echest
-222,-78,echest
-222,-80,echest
-217,-60,echest
-220,-42,echest
-210,-48,echest
-219,-40,echest
-221,-27,echest
-219,-27,echest
-220,-28,echest
-220,-29,echest
-220,-23,echest
-219,-23,echest
-220,-30,echest
-218,-22,echest
-217,-30,echest
-219,-8,echest
-219,-9,echest
-213,-4,echest
-195,-69,echest
-197,-77,echest
-204,-63,echest
-201,-54,echest
-198,-33,echest
-193,-37,echest
-203,-33,echest
-196,-17,echest
-195,-17,echest
-197,-17,echest
-195,-31,echest
-203,-9,echest
-198,-9,echest
-199,-4,echest
-185,-49,echest
-186,-51,echest
-188,-49,echest
-178,-37,echest
-183,-29,echest
-192,-22,echest
-187,-31,echest
-191,-21,echest
-191,-29,echest
-188,-12,echest
-191,-11,echest
-179,-8,echest
-177,-8,echest
-185,-8,echest
-178,-7,echest
-183,-12,echest
-183,-10,echest
-180,-3,echest
-180,-2,echest
-179,-4,echest
-165,-67,echest
-172,-73,echest
-172,-77,echest
-175,-60,echest
-174,-58,echest
-175,-59,echest
-168,-62,echest
-173,-53,echest
-165,-57,echest
-164,-57,echest
-167,-35,echest
-167,-38,echest
-171,-35,echest
-170,-33,echest
-173,-48,echest
-169,-42,echest
-170,-28,echest
-172,-23,echest
-162,-27,echest
-164,-17,echest
-163,-17,echest
-170,-32,echest
-172,-17,echest
-169,-15,echest
-169,-8,echest
-169,-9,echest
-162,-12,echest
-164,-4,echest
-164,-4,echest
-146,-68,echest
-146,-67,echest
-148,-50,echest
-146,-59,echest
-148,-42,echest
-145,-46,echest
-149,-43,echest
-157,-35,echest
-149,-36,echest
-145,-24,echest
-145,-31,echest
-145,-30,echest
-145,-31,echest
-147,-27,echest
-145,-30,echest
-157,-21,echest
-148,-25,echest
-147,-8,echest
-151,-4,echest
-147,-1,echest
-147,-1,echest
-158,-2,echest
-156,-6,echest
-145,-7,echest
-160,-8,echest
-144,-71,echest
-133,-67,echest
-133,-67,echest
-133,-67,echest
-133,-67,echest
-142,-74,echest
-140,-79,echest
-140,-79,echest
-141,-64,echest
-130,-50,echest
-141,-34,echest
-139,-33,echest
-129,-36,echest
-131,-37,echest
-134,-41,echest
-142,-29,echest
-143,-29,echest
-142,-32,echest
-140,-30,echest
-130,-29,echest
-143,-21,echest
-132,-28,echest
-136,-29,echest
-133,-1,echest
-132,-1,echest
-140,-3,echest
-129,-9,echest
-142,-10,echest
-66952,8,echest
-497,78,echest
-496,6,echest
-65993,-39,echest
-490,66,echest
-493,67,echest
-494,67,echest
-469,63,echest
-472,77,echest
-470,71,echest
-469,64,echest
-480,79,echest
-453,14,echest
-463,10,echest
-464,1,echest
-197462,-23,echest
-458,24,echest
-451,16,echest
-458,55,echest
-450,60,echest
-443,9,echest
-448,12,echest
-441,1,echest
-443,3,echest
-443,3,echest
-442,3,echest
-443,3,echest
-443,3,echest
-442,3,echest
-443,3,echest
-441,4,echest
-441,5,echest
-443,3,echest
-443,3,echest
-448,39,echest
-435,68,echest
-426,13,echest
-426,14,echest
-428,15,echest
-419,0,echest
-418,66,echest
-411,17,echest
-414,48,echest
-413,56,echest
-404,68,echest
-413,68,echest
-389,12,echest
-394,1,echest
-389,10,echest
-387,10,echest
-390,27,echest
-382,1,echest
-369,5,echest
-369,5,echest
-369,5,echest
-369,5,echest
-369,5,echest
-369,5,echest
-377,23,echest
-375,25,echest
-378,24,echest
-381,24,echest
-379,48,echest
-357,14,echest
-360,0,echest
-353,25,echest
-364,28,echest
-364,46,echest
-361,62,echest
-360,52,echest
-367,63,echest
-343,22,echest
-348,21,echest
-342,18,echest
-343,31,echest
-342,30,echest
-345,46,echest
-339,61,echest
-349,76,echest
-349,76,echest
-327,1,echest
-327,2,echest
-326,31,echest
-326,31,echest
-329,29,echest
-321,73,echest
-333,67,echest
-333,68,echest
-334,67,echest
-306,55,echest
-302,4,echest
-298,6,echest
-298,7,echest
-299,5,echest
-298,23,echest
-297,47,echest
-293,32,echest
-292,32,echest
-294,51,echest
-296,57,echest
-300,60,echest
-280,9,echest
-275,3,echest
-264,6,echest
-269,18,echest
-269,18,echest
-262,34,echest
-262,35,echest
-262,36,echest
-262,37,echest
-262,38,echest
-262,36,echest
-262,37,echest
-262,37,echest
-251,7,echest
-244,0,echest
-241,0,echest
-248,2,echest
-251,17,echest
-246,33,echest
-246,33,echest
-241,47,echest
-241,49,echest
-241,50,echest
-230,8,echest
-234,9,echest
-240,0,echest
-230,2,echest
-233,19,echest
-232,21,echest
-225,53,echest
-226,51,echest
-226,67,echest
-232,71,echest
-229,70,echest
-223,9,echest
-211,10,echest
-212,8,echest
-209,6,echest
-219,15,echest
-214,15,echest
-197290,-3,echest
-220,47,echest
-221,32,echest
-209,68,echest
-210,73,echest
-201,10,echest
-201,11,echest
-201,11,echest
-208,4,echest
-193,17,echest
-200,20,echest
-204,45,echest
-208,42,echest
-206,34,echest
-204,33,echest
-203,35,echest
-196,42,echest
-199,52,echest
-197,60,echest
-195,58,echest
-197,53,echest
-204,57,echest
-197,56,echest
-200,73,echest
-196,77,echest
-200,72,echest
-193,65,echest
-193,66,echest
-206,71,echest
-180,14,echest
-185,13,echest
-179,14,echest
-182,11,echest
-183,5,echest
-182,11,echest
-183,11,echest
-182,11,echest
-183,11,echest
-188,4,echest
-188,5,echest
-185,13,echest
-187,18,echest
-180,29,echest
-182,26,echest
-182,31,echest
-187,19,echest
-178,20,echest
-180,17,echest
-190,33,echest
-188,41,echest
-191,42,echest
-180,62,echest
-181,72,echest
-179,72,echest
-167,12,echest
-166,12,echest
-165,12,echest
-170,12,echest
-169,8,echest
-174,12,echest
-170,4,echest
-173,0,echest
-165,16,echest
-165,18,echest
-174,17,echest
-175,44,echest
-172,47,echest
-176,52,echest
-167,48,echest
-163,61,echest
-168,52,echest
-171,49,echest
-172,52,echest
-167,56,echest
-166,66,echest
-150,7,echest
-150,6,echest
-158,7,echest
-159,0,echest
-146,8,echest
-148,11,echest
-157,11,echest
-150,29,echest
-153,31,echest
-158,25,echest
-151,37,echest
-158,41,echest
-160,44,echest
-160,54,echest
-154,54,echest
-152,52,echest
-147,57,echest
-147,57,echest
-158,72,echest
-157,72,echest
-156,72,echest
-152,73,echest
-131,6,echest
-134,4,echest
-143,14,echest
-129,1,echest
-131,5,echest
-129,0,echest
-129,0,echest
-139,14,echest
-136,23,echest
-137,29,echest
-129,23,echest
-137,29,echest
-137,29,echest
-137,29,echest
-137,29,echest
-137,29,echest
-137,29,echest
-137,29,echest
-137,29,echest
-137,29,echest
-137,29,echest
-137,29,echest
-137,29,echest
-143,24,echest
-133,26,echest
-137,24,echest
-131,18,echest
-132,41,echest
-130,38,echest
-144,41,echest
-143,43,echest
-134,39,echest
-144,43,echest
-139,48,echest
-130,56,echest
-131,56,echest
-5083,-8,echest
-197263,53,echest
-4902,-57,echest
-4890,-36,echest
-4879,-64,echest
-4868,-39,echest
-4752,-30,echest
-5117,17,echest
-92561,-2,echest
-5068,15,echest
-5051,13,echest
-4981,0,echest
-4907,78,echest
-2023119,1,echest
-4811,21,echest
-4749,0,echest
-51114,-5,echest
-2179143,-3,echest
-156450,-12,echest
-156429,-4,echest
-1976537,-2,echest
-926909,-3,echest
-1829380,-3,echest
-1566962,-3,echest
-2083479,-4,echest
-2025829,-1,echest
-662772,-7,echest
-140568,-44,echest
-140340,-2,echest
-140402,25,echest
-140333,5,echest
-183118,-3,echest
-930113,-2,echest
-605034,3,echest
-514108,-3,echest
-223095,-3,echest
-1568852,3,echest
-514101,2,echest
-2027841,-3,echest
-93061,2,echest
-607078,-2,echest
-6591,-27,echest
-6545,-64,echest
-6377,-5,echest
-6323,-47,echest
-6182,-7,echest
-6160,-37,echest
-607682,-2,echest
-6600,70,echest
-6600,70,echest
-6600,70,echest
-6600,70,echest
-6595,78,echest
-6600,70,echest
-6593,77,echest
-6594,78,echest
-6593,78,echest
-6600,70,echest
-6600,70,echest
-6592,77,echest
-6592,77,echest
-6573,77,echest
-6492,75,echest
-6453,10,echest
-6412,12,echest
-6384,23,echest
-6384,23,echest
-6384,23,echest
-6384,23,echest
-6384,24,echest
-6384,24,echest
-6384,24,echest
-6384,24,echest
-6384,24,echest
-6359,15,echest
-6233,27,echest
-6180,3,echest
-51586,-49,echest
-66309,-3,echest
-66283,-18,echest
-66273,-5,echest
-66264,-26,echest
-51248,2,echest
-66258,5,echest
-516933,2,echest
-516915,47,echest
-516908,4,echest
-516879,47,echest
-516845,51,echest
-516662,1,echest
-60488,4,echest
-82455,61,echest
-608799,2,echest
-218272,2,echest
-518561,-3,echest
-223575,28,echest
-223251,59,echest
-83165,-1,echest
-83164,-1,echest
-522407,-3,echest
-209164,1,echest
-523667,-3,echest
-2240822,-26,echest
-685753,9,echest
-686727,2,echest
-224109,1,echest
-52707,12,echest
-526987,-3,echest
-83967,-1,echest
-83832,-5,echest
-83838,-4,echest
-83814,2,echest
-83675,33,echest
-6123,-2,echest
-6107,-1,echest
-5754,-25,echest
-5750,-18,echest
-5673,-6,echest
-5650,-12,echest
-6121,75,echest
-6098,35,echest
-6082,33,echest
-5837,4,echest
-5773,73,echest
-5649,3,echest
-61237,-1,echest
-61396,7,echest
-20940,-63,echest
-20919,-56,echest
-20910,7,echest
-20863,19,echest
-531450,-3,echest
-531430,-16,echest
-84175,-40,echest
-2101414,2,echest
-616086,-2,echest
-616286,2,echest
-846170,-3,echest
-69242,-56,echest
-533731,-27,echest
-536748,78,echest
-698286,29,echest
-849070,62,echest
-538077,-3,echest
-84517,-13,echest
-849419,3,echest
-69920,-2,echest
-851197,-3,echest
-702437,6,echest
-702095,2,echest
-2113005,-3,echest
-70171,1,echest
-544981,5,echest
-545419,2,echest
-546010,11,echest
-54488,-7,echest
-85780,56,echest
-547345,56,echest
-548211,6,echest
-548212,0,echest
-549132,2,echest
-211781,-3,echest
-550545,22,echest
-553136,0,echest
-553136,0,echest
-553136,0,echest
-553136,0,echest
-7162,-8,echest
-7139,-56,echest
-7151,-62,echest
-7139,-15,echest
-7140,-5,echest
-7143,-8,echest
-7131,-5,echest
-7062,-27,echest
-6891,-57,echest
-6708,-6,echest
-6685,-50,echest
-7097,28,echest
-6983,72,echest
-6904,15,echest
-6794,31,echest
-6669,0,echest
-555127,-5,echest
-212273,-2,echest
-868436,35,echest
-8665,-6,echest
-8643,-17,echest
-8543,-1,echest
-8380,-3,echest
-8594,42,echest
-8573,3,echest
-8288,12,echest
-8288,12,echest
-86999,-2,echest
-561137,-3,echest
-2129368,58,echest
-2129531,7,echest
-2129507,75,echest
-2129500,29,echest
-5586,-8,echest
-5298,-38,echest
-5312,-16,echest
-5234,-41,echest
-5233,-12,echest
-5245,-3,echest
-5203,-17,echest
-5194,-16,echest
-5135,-44,echest
-5595,10,echest
-5377,20,echest
-5364,55,echest
-5174,24,echest
-87229,-27,echest
-56246,-59,echest
-213397,-12,echest
-213502,2,echest
-2135279,-3,echest
-87752,-14,echest
-3518642,-3518644,echest
-3150259,-3150146,echest
-3637,-3581,echest
-3602,-3508,echest
-357309,-357313,echest
-4009,-3999,echest
-3971,-3975,echest
-3892,-3853,echest
-3841,-3854,echest
-3835,-3839,echest
-3807,-3915,echest
-3785,-3813,echest
-3745,-3639,echest
-3736,-3845,echest
-3688,-3803,echest
-3624,-3633,echest
-40459,-40453,echest
-294362,-294365,echest
-104036,-104033,echest
-41305,-41307,echest
-41140,-41119,echest
-41132,-41110,echest
-41027,-41002,echest
-41466,-41474,echest
-2474330,-2474338,echest
-2951168,-2951174,echest
-104687,-104752,echest
-1629619,-1629622,echest
-418340,-418337,echest
-41819,-41774,echest
-41778,-41652,echest
-41774,-41684,echest
-41600,-41588,echest
-34982,-34889,echest
-419763,-419773,echest
-3319178,-3319181,echest
-3123,-2997,echest
-3570,-3546,echest
-3437,-3412,echest
-3350,-3352,echest
-3346,-3356,echest
-3334,-3352,echest
-3257,-3289,echest
-3185,-3186,echest
-3105,-3121,echest
-3094,-3101,echest
-421930,-421927,echest
-3535571,-3535568,echest
-1633816,-1633813,echest
-1635254,-1635229,echest
-424916,-424913,echest
-2320340,-2320337,echest
-16156,-16137,echest
-16038,-15917,echest
-15984,-15883,echest
-15967,-15971,echest
-16358,-16471,echest
-3749022,-3749025,echest
-332450,-332447,echest
-3749955,-3749867,echest
-3749953,-3749867,echest
-3749941,-3749884,echest
-31312,-31393,echest
-3750049,-3749997,echest
-3750040,-3749960,echest
-3750002,-3749985,echest
-3750009,-3749914,echest
-3749998,-3749991,echest
-3749992,-3749974,echest
-3749948,-3749961,echest
-3749938,-3749935,echest
-317342,-317339,echest
-375000,-375005,echest
-375005,-374999,echest
-375005,-374983,echest
-374987,-375003,echest
-374992,-374978,echest
-429923,-429915,echest
-2487152,-2487156,echest
-430250,-430246,echest
-430153,-430212,echest
-2750000,-2749998,echest
-376370,-376366,echest
-105913,-105829,echest
-431728,-431751,echest
-37583,-37725,echest
-37441,-37441,echest
-37432,-37524,echest
-333219,-333197,echest
-275208,-275082,echest
-296911,-296908,echest
-296593,-296584,echest
-381332,-381329,echest
-437731,-437630,echest
-1644732,-1644783,echest
-38165,-38244,echest
-2759197,-2759194,echest
-385529,-385532,echest
-386425,-386422,echest
-3186389,-3186391,echest
-388107,-388190,echest
-38511,-38620,echest
-3342722,-3342719,echest
-444367,-444323,echest
-27319,-27309,echest
-27217,-27231,echest
-389393,-389390,echest
-444702,-444699,echest
-44229,-44225,echest
-445910,-446044,echest
-393054,-393057,echest
-39193,-39287,echest
-3191450,-3191447,echest
-10628,-10745,echest
-10628,-10744,echest
-10552,-10597,echest
-394016,-394019,echest
-10535,-10437,echest
-10244,-10252,echest
-394369,-394366,echest
-2500000,-2499997,echest
-1076091,-1076039,echest
-1076091,-1076038,echest
-1076091,-1076037,echest
-449998,-450007,echest
-334801,-334806,echest
-397944,-397947,echest
-39674,-39756,echest
-250172,-250134,echest
-249994,-249980,echest
-400005,-399997,echest
-399998,-400004,echest
-3352222,-3352226,echest
-1081737,-1081734,echest
-45196,-45221,echest
-45071,-45099,echest
-402294,-402291,echest
-319551,-319557,echest
-403684,-403681,echest
-40237,-40221,echest
-40150,-40156,echest
-457112,-457109,echest
-1663246,-1663249,echest
-460006,-459993,echest
-459993,-460006,echest
-4564,-4666,echest
-24869,-24965,echest
-4516,-4582,echest
-4390,-4373,echest
-4394,-4270,echest
-4310,-4379,echest
-4134,-4127,echest
-4143,-4110,echest
-4118,-4185,echest
-346231,-346228,echest
-346230,-346227,echest
-45729,-45633,echest
-45711,-45703,echest
-461567,-461570,echest
-2993770,-2993773,echest
-462595,-462519,echest
-3256690,-3256686,echest
-367839,-367841,echest
-1091379,-1091376,echest
-1091734,-1091737,echest
-156368,-156328,echest
-251252,-251197,echest
-326125,-326130,echest
-326122,-326125,echest
-3472213,-3472216,echest
-3472120,-3472126,echest
-1568853,-1568856,echest
-109176,-109045,echest
-109381,-109389,echest
-46993,-46933,echest
-47002,-47122,echest
-3474726,-3474729,echest
-362517,-362521,echest
-300426,-300429,echest
-236063,-236115,echest
-47377,-47300,echest
-47270,-47222,echest
-47280,-47184,echest
-47241,-47226,echest
-476069,-476066,echest
-300611,-300608,echest
-34702,-34695,echest
-480009,-479993,echest
-2419680,-2419685,echest
-3694137,-3694134,echest
-3636951,-3636948,echest
-158029,-158006,echest
-31828,-31827,echest
-322554,-322557,echest
-2375003,-2375001,echest
-3275356,-3275483,echest
-484769,-484772,echest
-484513,-484516,echest
-3640000,-3640003,echest
-327306,-327304,echest
-2376618,-2376623,echest
-48619,-48624,echest
-48503,-48501,echest
-487115,-487118,echest
-1586466,-1586464,echest
-15594,-15625,echest
-3230193,-3230190,echest
-29887,-29883,echest
-29825,-29701,echest
-29709,-29826,echest
-158314,-158297,echest
-323056,-323059,echest
-3230243,-3230246,echest
-328015,-328012,echest
-49041,-49200,echest
-323395,-323391,echest
-493200,-493244,echest
-3027820,-3027816,echest
-3028118,-3028115,echest
-323673,-323676,echest
-499222,-499225,echest
-499995,-500055,echest
-11212,-11205,echest
-11110,-11171,echest
-10753,-10758,echest
-50030,-50005,echest
-50015,-49927,echest
-49967,-49944,echest
-160008,-160095,echest
-159978,-159879,echest
-503277,-503283,echest
-3507228,-3507225,echest
-2440970,-2440967,echest
-365765,-365762,echest
-508711,-508712,echest
-330004,-330008,echest
-330008,-330004,echest
-330008,-329994,echest
-329992,-329996,echest
-329996,-329992,echest
-350764,-350762,echest
-2885013,-2885015,echest
-2885014,-2885014,echest
-2885015,-2885013,echest
-2885012,-2885016,echest
-2885016,-2885012,echest
-2885012,-2885016,echest
-2885016,-2885012,echest
-2885012,-2885016,echest
-2885016,-2885012,echest
-2885012,-2885016,echest
-2885013,-2885015,echest
-2885014,-2885014,echest
-2885015,-2885013,echest
-2885016,-2885012,echest
-3665579,-3665582,echest
-23734,-23740,echest
-341407,-341404,echest
-161530,-161455,echest
-2893230,-2893233,echest
-98498,-98442,echest
-225005,-225012,echest
-125296,-125289,echest
-125104,-125078,echest
-125015,-124998,echest
-125001,-124993,echest
-124989,-125103,echest
-3421076,-3421079,echest
-3105267,-3105273,echest
-77987,-77864,echest
-99142,-99208,echest
-310534,-310536,echest
-785151,-785154,echest
-1736042,-1736078,echest
-126202,-126334,echest
-2265573,-2265570,echest
-17384,-17372,echest
-290769,-290772,echest
-290774,-290768,echest
-1266886,-1266889,echest
-17014,-17126,echest
-16926,-16897,echest
-999709,-999771,echest
-2908379,-2908382,echest
-257014,-257006,echest
-999964,-999894,echest
-33939,-34052,echest
-33916,-33912,echest
-33885,-34010,echest
-1000003,-999997,echest
-999944,-1000047,echest
-999945,-1000008,echest
-284680,-284688,echest
-126821,-126755,echest
-99993,-100003,echest
-2913565,-2913562,echest
-3437407,-3437410,echest
-1275260,-1275263,echest
-1276323,-1276308,echest
-30732,-30737,echest
-312165,-312168,echest
-1008191,-1008201,echest
-343902,-343905,echest
-3124989,-3125017,echest
-12753,-12627,echest
-12746,-12745,echest
-12732,-12772,echest
-12733,-12772,echest
-12344,-12351,echest
-12314,-12312,echest
-79817,-79713,echest
-79657,-79631,echest
-312498,-312517,echest
-28585,-28535,echest
-28415,-28288,echest
-28394,-28395,echest
-28170,-28227,echest
-800574,-800571,echest
